13	879	4390460	0	4389132	4391788	"PAC:17826817"
8	879	15690435	0	15688167	15692703	"PAC:17839634"
6	1701	6842927.5	0	6842031	6843824	"PAC:17832923"
6	1657	6744223	0	6717324	6771122	"PAC:17832930"
6	3003	6679916.5	0	6679230	6680603	"PAC:17832932"
13	2259	4353355.5	0	4350334	4356377	"PAC:17826822"
13	2258	4303423.5	0	4300950	4305897	"PAC:17826827"
6	3002	6573558.5	0	6572689	6574428	"PAC:17832944"
6	1685	6567084.5	0	6563114	6571055	"PAC:17832945"
13	917	3962087	0	3958636	3965538	"PAC:17826860"
13	1749	3912837	0	3911427	3914247	"PAC:17826865"
6	1749	6385488	0	6383474	6387502	"PAC:17832967"
13	1749	3830121.5	0	3821847	3838396	"PAC:17826871"
6	1749	6447886	0	6434776	6460996	"PAC:17832961"
8	1748	15354247.5	0	15350738	15357757	"PAC:17839663"
6	1748	6343620	0	6342434	6344806	"PAC:17832971"
6	3000	6374397.5	0	6372821	6375974	"PAC:17832968"
6	3001	6462774.5	0	6462101	6463448	"PAC:17832960"
8	3183	15545248	0	15530880	15559616	"PAC:17839647"
8	4122	15600556.5	0	15599145	15601968	"PAC:17839644"
8	3186	15793252	0	15791970	15794534	"PAC:17839622"
13	2260	4358529	0	4357952	4359106	"PAC:17826821"
13	2261	4365299.5	0	4363783	4366816	"PAC:17826819"
8	3189	15913358	0	15906526	15920190	"PAC:17839613"
6	1686	6904184.5	0	6901750	6906619	"PAC:17832917"
6	1687	6938793.5	0	6937301	6940286	"PAC:17832914"
13	2296	4450358.5	0	4448081	4452636	"PAC:17826811"
13	2289	161451.5	0	156285	166618	"PAC:17838727"
13	2290	193102.5	0	192094	194111	"PAC:17838724"
6	2290	7099077.5	0	7093095	7105060	"PAC:17832897"
13	2291	239342.5	0	236735	241950	"PAC:17838720"
6	3041	7173383.5	0	7171014	7175753	"PAC:17832888"
6	3042	7247681.5	0	7246714	7248649	"PAC:17832877"
8	1879	16284486	0	16282543	16286429	"PAC:17839575"
8	3199	16300882	0	16291355	16310409	"PAC:17839573"
8	475	7399150.5	0	7395825	7402476	"PAC:17823115"
6	475	7345562.5	0	7343532	7347593	"PAC:17832870"
8	1844	7451027	0	7427221	7474833	"PAC:17823118"
6	481	3789060	0	3784960	3793160	"PAC:17833213"
8	481	7654489.5	0	7652679	7656300	"PAC:17823125"
8	481	13102933.5	0	13099259	13106608	"PAC:17833613"
6	481	3804161.5	0	3803463	3804860	"PAC:17833211"
8	4896	7689400	0	7688742	7690058	"PAC:17823126"
13	2247	612533	0	610616	614450	"PAC:17838684"
13	856	692750.5	0	673495	712006	"PAC:17838677"
13	857	932681	0	929792	935570	"PAC:17838654"
13	3356	961217	0	960837	961597	"PAC:17838648"
13	3356	959391.5	0	959131	959652	"PAC:17838649"
13	903	1049119	0	1045649	1052589	"PAC:17838638"
6	3031	8135427.5	0	8133894	8136961	"PAC:17832796"
6	1732	8140991.5	0	8139938	8142045	"PAC:17832793"
13	196	1171587.5	0	1165337	1177838	"PAC:17838628"
8	196	9714717.5	0	9710932	9718503	"PAC:17836828"
13	871	1189496.5	0	1186684	1192309	"PAC:17838627"
8	1922	9746241	0	9745143	9747339	"PAC:17836825"
8	4124	9794782.5	0	9793737	9795828	"PAC:17836822"
8	197	9967365.5	0	9966775	9967956	"PAC:17836808"
13	197	1235413.5	0	1228756	1242071	"PAC:17838620"
8	197	9964133.5	0	9963894	9964373	"PAC:17836809"
8	4265	10265499	0	10256623	10274375	"PAC:17836798"
6	3034	8615282	0	8614725	8615839	"PAC:17832753"
6	1693	8626530.5	0	8618882	8634179	"PAC:17832752"
8	1882	10399512.5	0	10392948	10406077	"PAC:17836788"
6	1659	8658900.5	0	8658619	8659182	"PAC:17832748"
8	912	10464357.5	0	10460853	10467862	"PAC:17836783"
13	912	823007	0	822229	823785	"PAC:17838664"
6	1690	7700865	0	7699377	7702353	"PAC:17832833"
8	1909	7816467.5	0	7811659	7821276	"PAC:17823131"
8	1893	7766784.5	0	7757697	7775872	"PAC:17823130"
6	1711	7761229	0	7757107	7765351	"PAC:17832831"
6	3005	7800179	0	7796694	7803664	"PAC:17832826"
13	913	945005.5	0	941788	948223	"PAC:17838651"
13	157	1001170.5	0	1000017	1002324	"PAC:17838644"
6	157	7930523	0	7929696	7931350	"PAC:17832816"
8	157	9339057	0	9338006	9340108	"PAC:17836847"
8	478	9436236	0	9435057	9437415	"PAC:17836843"
6	478	8131209	0	8129329	8133089	"PAC:17832797"
6	1731	8137623	0	8137328	8137918	"PAC:17832795"
8	1894	9441369.5	0	9439871	9442868	"PAC:17836842"
13	2287	1197732.5	0	1196691	1198774	"PAC:17838626"
13	2236	1204643	0	1204391	1204895	"PAC:17838625"
13	872	1212553	0	1211491	1213615	"PAC:17838622"
13	2237	1251629	0	1250126	1253132	"PAC:17838618"
8	1923	10168075	0	10159433	10176717	"PAC:17836802"
12	73	2353112.5	0	2352763	2353462	"PAC:17830044"
