10	9286	10222859	0	10209737	10235981	"AMTR_V6_032744-RA"
10	1153	10292221.5	0	10290360	10294083	"AMTR_V6_032747-RA"
10	5574	10919891	0	10919704	10920078	"AMTR_V6_032774-RA"
10	4183	11039962.5	0	11036100	11043825	"AMTR_V6_032786-RA"
10	3296	11145325.5	0	11144258	11146393	"AMTR_V6_032799-RA"
10	6648	11176922	0	11175486	11178358	"AMTR_V6_032800-RA"
10	1462	11085903	0	11081103	11090703	"AMTR_V6_032790-RA"
10	2708	10969138.5	0	10967771	10970506	"AMTR_V6_032778-RA"
10	1129	5976784	0	5970430	5983138	"AMTR_V6_032441-RA"
10	2554	5819540.5	0	5817132	5821949	"AMTR_V6_032433-RA"
10	597	5690887.5	0	5689343	5692432	"AMTR_V6_032422-RA"
10	2374	5658131	0	5652269	5663993	"AMTR_V6_032418-RA"
10	3756	5505426	0	5500627	5510225	"AMTR_V6_032407-RA"
10	1168	5222054	0	5212936	5231172	"AMTR_V6_032390-RA"
10	1168	5376955	0	5371637	5382273	"AMTR_V6_032399-RA"
10	5641	404511	0	403320	405702	"AMTR_V6_032004-RA"
10	6396	1203408.5	0	1203259	1203558	"AMTR_V6_032095-RA"
10	2501	1069612.5	0	1066077	1073148	"AMTR_V6_032069-RA"
10	602	1177763	0	1174247	1181279	"AMTR_V6_032093-RA"
10	601	1375380.5	0	1371604	1379157	"AMTR_V6_032109-RA"
10	984	2454405.5	0	2452995	2455816	"AMTR_V6_032203-RA"
10	3367	2862075.5	0	2859108	2865043	"AMTR_V6_032223-RA"
10	577	3304973	0	3302109	3307837	"AMTR_V6_032252-RA"
10	532	2458613	0	2456741	2460485	"AMTR_V6_032204-RA"
10	532	3332301	0	3330480	3334122	"AMTR_V6_032254-RA"
10	3841	2598713.5	0	2596684	2600743	"AMTR_V6_032211-RA"
10	1155	2986702.5	0	2979246	2994159	"AMTR_V6_032230-RA"
10	569	3361782	0	3359236	3364328	"AMTR_V6_032259-RA"
10	569	3404647.5	0	3399993	3409302	"AMTR_V6_032263-RA"
10	2498	4009478.5	0	4007456	4011501	"AMTR_V6_032314-RA"
10	568	1468208	0	1464747	1471669	"AMTR_V6_032118-RA"
10	1123	1564564.5	0	1561006	1568123	"AMTR_V6_032131-RA"
10	976	1937178	0	1935422	1938934	"AMTR_V6_032163-RA"
10	936	2010230.5	0	2006196	2014265	"AMTR_V6_032171-RA"
6	936	38359804.5	0	38358742	38360867	"AMTR_V6_021743-RA"
6	4687	13725178.5	0	13714336	13736021	"AMTR_V6_020699-RA"
6	2465	13706353	0	13704044	13708662	"AMTR_V6_020698-RA"
6	2465	19665993.5	0	19655788	19676199	"AMTR_V6_020977-RA"
6	4736	15193695.5	0	15189444	15197947	"AMTR_V6_020782-RA"
6	5661	14304353	0	14294378	14314328	"AMTR_V6_020735-RA"
6	4789	14032566	0	14028011	14037121	"AMTR_V6_020716-RA"
6	5514	14008673.5	0	14006495	14010852	"AMTR_V6_020715-RA"
6	5542	13836923.5	0	13829777	13844070	"AMTR_V6_020705-RA"
1	4261	638054.5	0	633381	642728	"AMTR_V6_008436-RA"
6	2195	18972682.5	0	18968400	18976965	"AMTR_V6_020957-RA"
6	929	12655221	0	12650737	12659705	"AMTR_V6_020648-RA"
1	2190	49289954.5	0	49286277	49293632	"AMTR_V6_011108-RA"
6	2190	12203073	0	12202535	12203611	"AMTR_V6_020627-RA"
6	2190	12203073	0	12202535	12203611	"AmTr_v6.0_c6.6060.1"
6	2190	12229642	0	12229056	12230228	"AMTR_V6_020630-RA"
1	2190	49314709	0	49303802	49325616	"AMTR_V6_011109-RA"
6	3311	11002913	0	10999307	11006519	"AMTR_V6_020524-RA"
6	533	10726368	0	10720631	10732105	"AMTR_V6_020493-RA"
6	533	10756052	0	10749877	10762227	"AMTR_V6_020498-RA"
6	997	3883020	0	3881199	3884841	"AMTR_V6_020095-RA"
6	997	10446463	0	10442640	10450286	"AMTR_V6_020463-RA"
13	617	43298420	0	43289364	43307476	"AMTR_V6_031624-RA"
13	2791	42904280.5	0	42895770	42912791	"AMTR_V6_031597-RA"
13	2795	42882966.5	0	42881352	42884581	"AMTR_V6_031596-RA"
13	2794	42825835	0	42822787	42828883	"AMTR_V6_031592-RA"
13	2614	42761032	0	42756719	42765345	"AMTR_V6_031585-RA"
13	1431	41696485.5	0	41691761	41701210	"AmTr13g01557.1-OS00169.36.mRNA1"
13	6414	41525604	0	41521443	41529765	"AMTR_V6_031518-RA"
13	6414	41600193	0	41587495	41612891	"AMTR_V6_031522-RA"
13	4213	40973342.5	0	40972977	40973708	"AMTR_V6_031472-RA"
13	1777	40747571	0	40744802	40750340	"AMTR_V6_031462-RA"
13	10170	40530670	0	40528951	40532389	"AMTR_V6_031445-RA"
8	1835	10070780.5	1	10058329	10083232	"AMTR_V6_038378-RA"
8	1683	10037183	1	10036134	10038232	"AMTR_V6_038376-RA"
8	1722	9679578.5	1	9666964	9692193	"AmTr08g00505.1-OS00012.136.mRNA1"
8	189	8994633	1	8985776	9003490	"AMTR_V6_038277-RA"
8	6456	8794482.5	1	8794285	8794680	"AMTR_V6_038262-RA"
8	848	8674971	1	8668429	8681513	"AMTR_V6_038255-RA"
8	9362	7760957.5	1	7760040	7761875	"AMTR_V6_038176-RA"
8	888	7377625	1	7372000	7383250	"AMTR_V6_038153-RA"
8	4873	7220177.5	1	7220082	7220273	"AMTR_V6_038143-RA"
8	3008	6703511.5	1	6700357	6706666	"AMTR_V6_038104-RA"
8	1837	6654687.5	1	6654026	6655349	"AMTR_V6_038100-RA"
8	3191	6576997	1	6576751	6577243	"AMTR_V6_038095-RA"
8	1684	6245969	1	6236194	6255744	"AMTR_V6_038070-RA"
8	869	5384405	1	5379757	5389053	"AMTR_V6_038026-RA"
8	1886	5350027.5	1	5344784	5355271	"AMTR_V6_038024-RA"
8	2242	5088602.5	1	5082763	5094442	"AMTR_V6_038007-RA"
8	899	5036505.5	1	5034503	5038508	"AMTR_V6_038004-RA"
8	899	5047620	1	5041643	5053597	"AMTR_V6_038005-RA"
8	898	5236942	1	5233652	5240232	"AMTR_V6_038019-RA"
8	194	4179746	1	4176717	4182775	"AMTR_V6_037955-RA"
8	1887	4016596.5	1	4015289	4017904	"AMTR_V6_037943-RA"
4	870	44891654.5	1	44884487	44898822	"AMTR_V6_014723-RA"
8	870	4056143.5	1	4052262	4060025	"AMTR_V6_037946-RA"
8	917	3812728	1	3803604	3821852	"AMTR_V6_037929-RA"
8	3183	3748761	1	3739296	3758226	"AMTR_V6_037926-RA"
8	4825	3693455	1	3690911	3695999	"AmTr08g00234.1-OS00165.18.mRNA1"
8	1685	3303854.5	1	3301527	3306182	"AMTR_V6_037900-RA"
8	879	3125975	1	3122961	3128989	"AMTR_V6_037893-RA"
8	6640	3063479.5	1	3062845	3064114	"AMTR_V6_037882-RA"
8	1839	2588653	1	2584091	2593215	"AMTR_V6_037843-RA"
8	1839	2621477	1	2621367	2621587	"AMTR_V6_037846-RA"
8	1724	2507398.5	1	2506013	2508784	"AMTR_V6_037834-RA"
8	1657	2427090	1	2419074	2435106	"AMTR_V6_037828-RA"
8	3188	2352038.5	1	2346704	2357373	"AMTR_V6_037821-RA"
8	1840	2338970	1	2338801	2339139	"AMTR_V6_037819-RA"
8	5489	2195957	1	2195692	2196222	"AMTR_V6_037803-RA"
8	3190	2170373.5	1	2169972	2170775	"AMTR_V6_037799-RA"
8	1686	2059922.5	1	2046746	2073099	"AMTR_V6_037786-RA"
8	900	2022294.5	1	2019620	2024969	"AMTR_V6_037783-RA"
8	8921	1888686.5	1	1873818	1903555	"AMTR_V6_037774-RA"
8	901	1843556	1	1835373	1851739	"AMTR_V6_037770-RA"
8	3011	1572213	1	1571642	1572784	"AMTR_V6_037739-RA"
8	1688	1456364.5	1	1452300	1460429	"AMTR_V6_037724-RA"
8	2290	1338854	1	1336719	1340989	"AMTR_V6_037712-RA"
8	2291	1191287.5	1	1179940	1202635	"AMTR_V6_037700-RA"
8	882	1129966	1	1125363	1134569	"AMTR_V6_037693-RA"
8	2989	915334.5	1	909354	921315	"AMTR_V6_037655-RA"
8	2990	861619	1	858749	864489	"AMTR_V6_037652-RA"
8	883	849378	1	842734	856022	"AmTr08g00052.1-OS00029.402.mRNA1"
8	6391	811716	1	809438	813994	"AMTR_V6_037646-RA"
8	205	731070.5	1	729939	732202	"AMTR_V6_037632-RA"
8	884	700194.5	1	697564	702825	"AMTR_V6_037629-RA"
8	2991	630898.5	1	626523	635274	"AMTR_V6_037622-RA"
8	3198	572249.5	1	563236	581263	"AMTR_V6_037612-RA"
8	6788	559577	1	558958	560196	"AMTR_V6_037611-RA"
8	2292	477839.5	1	474848	480831	"AMTR_V6_037604-RA"
8	1879	452853	1	451410	454296	"AmTr08g00024.1-OS00029.430.mRNA1"
8	3199	398983	1	389988	407978	"AMTR_V6_037595-RA"
8	475	287168	1	284381	289955	"AMTR_V6_037586-RA"
8	2993	277143.5	1	275372	278915	"AMTR_V6_037585-RA"
6	4305	30672282.5	2	30672088	30672477	"AMTR_V6_021332-RA"
6	4306	29411315.5	2	29411009	29411622	"AMTR_V6_021299-RA"
6	5720	29280603	2	29274785	29286421	"AMTR_V6_021292-RA"
6	2919	15323564.5	2	15321425	15325704	"AMTR_V6_020792-RA"
6	4038	14640483.5	2	14632062	14648905	"AMTR_V6_020753-RA"
6	4788	14137891.5	2	14126289	14149494	"AMTR_V6_020725-RA"
6	2937	13925874.5	2	13924384	13927365	"AMTR_V6_020712-RA"
6	4667	18091083	2	18090449	18091717	"AMTR_V6_020937-RA"
10	4667	26794688.5	2	26793917	26795460	"AMTR_V6_033343-RA"
6	4039	17993708.5	2	17988129	17999288	"AMTR_V6_020933-RA"
6	2923	17936679	2	17927914	17945444	"AMTR_V6_020929-RA"
6	5065	13162400	2	13150121	13174679	"AMTR_V6_020672-RA"
6	3540	12728977	2	12724288	12733666	"AMTR_V6_020654-RA"
6	9275	12436162.5	2	12431167	12441158	"AMTR_V6_020641-RA"
8	160	41469294	2	41462192	41476396	"AMTR_V6_040195-RA"
6	160	11883308	2	11879277	11887339	"AMTR_V6_020606-RA"
8	905	41494433	2	41489354	41499512	"AMTR_V6_040196-RA"
8	859	41714080.5	2	41712575	41715586	"AMTR_V6_040208-RA"
8	875	41718820.5	2	41717504	41720137	"AmTr08g01535.1-OS00007.201.mRNA1"
8	904	41826687	2	41820457	41832917	"AMTR_V6_040216-RA"
8	2232	41861152.5	2	41858526	41863779	"AmTr08g01541.1-OS00007.207.mRNA1"
8	2232	41852368.5	2	41848506	41856231	"AMTR_V6_040218-RA"
8	874	42145189.5	2	42141625	42148754	"AMTR_V6_040238-RA"
8	1733	42684768.5	2	42680895	42688642	"AMTR_V6_040271-RA"
